station_name,station_id,demand_hour,demand_day,lat,lng
Dyckman St & 10 Ave,8507.02,0.5089640222099141,14.460469323228061,40.858933449,-73.923062325
Martense Ave & 108 St,6138.02,1.7691320877848369,43.46325595946442,40.74214,-73.85418
Lenox Rd & E 43 St,3495.08,0.1906805420611613,3.8691061313747865,40.654959679,-73.937769413
E 34 St & Linden Blvd,3391.1,0.6898867228582103,17.520362118551148,40.653081179,-73.94589448
Bailey Ave & Sedgwick Ave,8643.01,3.0,72.0,40.86571,-73.90857
Fairview Ave & Linden St,5066.03,0.20510860869991954,10.186606414650633,40.706928372,-73.906087041
W 218 St & Indian Rd,8732.04,0.3250989136787366,5.948335935479393,40.872963905,-73.918068767
University Ave & W 168 St,8183.02,1.5197810457333383,38.63128303649144,40.838809967,-73.927095532
Ogden Ave & W 165 St,8149.09,-1.0,-24.0,40.834642053,-73.928349614
Empire Blvd & New York Ave,3728.04,-0.6778049608238483,-18.092252793411948,40.664024711,-73.947467923
31 Ave & 103 St,6763.08,0.3253955323420901,6.755862109967843,40.761311054,-73.866592526
Park Pl & Utica Ave,3966.03,0.3379936463681529,11.939333928150383,40.67242,-73.93094
Grand Ave & W Fordham Rd,8571.02,-1.0,-24.0,40.862956405,-73.90316987
E 178 St & Monterey Ave,8351.06,-0.7950237513125131,-19.888468259063323,40.847436309,-73.894662261
University Ave & W Burnside Ave,8462.09,-0.056917242113265765,5.038781852821448,40.855265856,-73.910465837
